brands,code,ecoscore_grade,ingredients_text,packaging_tags,packaging_text,product_name
Hostess Twinkies,0888109110109,unknown,"bleached enriched wheat flour [wheat flour, niacin, ferrous sulfate (iron), thiamin mononitrate, riboflavin, folic acid], sugar, corn syrup, high fructose corn syrup, animal and vegetable shortening (tallow, hydrogenated tallow, cottonseed oil, mono and diglycerides, polysorbate 60, soy lecithin), eggs, water, dextrose, contains 2% or less: calcium carbonate, calcium sulfate, agar, disodium phosphate, locust bean gum, modified corn starch, corn syrup solids, soy lecithin, sodium acid pyrophosphate, baking soda, corn starch, monocalcium phosphate, whey, glycerin, salt, cellulose gum, sodium stearoyl lactylate, sorbic acid and potassium sorbate (to retain freshness), xanthan gum, barley malt extract, corn grits, natural and artificial flavors, enzymes, yellow 5, red 40,","['en:plastic', 'en:card']",,Golden sponge cake with creamy filling
Trader Joe's,00146265,b,"Unbleached enriched flour (wheat flour, malted barley flour, niacin, reduced iron, thiamine, mononitrate, riboflavin, folic acid), water, yeast, sugar, vital wheat gluten, expeller pressed corn oil, cultured wheat flour, distilled vinegar, sea salt, corn meal, enzymes",['en:plastic'],,Classic English Muffin
Great Value,0078742006673,a,Filtered honey,['en:plastic'],,Honey 100% Honey
General Mills,0016000157811,e,"Whole grain _wheat_, sugar, raisins, _almonds_, corn bran, corn syrup, brown sugar syrup, palm kernel oil, salt, glycerin, canola oil, molasses, soy lecithin, corn starch, vanilla extract, natural flavor, vitamin E (mixed tocopherols) added to preserve freshness","['en:plastic', 'en:recycled-material', 'en:cardboard', 'en:recyclable-material', 'en:recyclable-plastic', 'en:recycled-cardboard']",,Raisin Nut Bran
Mentos,0073390014056,unknown,"Xylitol, chewing gum base, sorbitol, mannitol, glycerol, maltitol syrup, maltodextrin, natural and artificial flavors 2%, aspartame, rice starch, coconut oil (medium chain triglycerides), acesulfame k, sodium carboxymethylcellulose, sucrose, fatty acid esters, lecithin (soy), green tea extract (0.1%), sucralose, gum arabic, carnauba wax, xanthan gum, bht, color (turmeric oleoresin), blue 1 lake, blue 1.","['en:plastic', 'en:jar', 'en:pvc-3-polyvinyl-chloride']",,Mentos Pure Fresh Gum Spearmint
Pirate's Booty,0015665624058,b,"Cornmeal, rice flour, sunflower oil and/or expeller pressed canola oil, cheddar cheese (cultured milk, salt, enzymes), whey, buttermilk, salt, natural flavor, sea salt, citric acid, lactic acid, organic black pepper.

Contains _milk_","['en:plastic', 'en:cardboard']",,Aged White Cheddar Baked Corn Puffs
Berryhill,4099100133295,a,Honey,['en:plastic'],,Clover Honey
Member's Mark,0078742142005,unknown,"ALMONDS, SALT. CONTAINS: ALMONDS.",['en:plastic'],,Creamy almond butter
Lenny & Larry's,0787692834617,e,"Enriched wheat flour (wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), protein blend (vital wheat gluten, pea protein, rice protein), palm margarine (palm oil, palm fractions, water, salt, emulsifiers [sunflower lecithin, distilled monoglycerides], natural flavor, citric acid, mixed tocopherols [antioxidant], vitamin a, beta-carotene [color]), cane sugar, semi-sweet chocolate chips (unsweetened chocolate, sugar, cocoa butter, dextrose, natural vanilla), vegetable glycerine, chicory root fiber, invert sugar, oligofructose, sunflower lecithin, baking soda, natural flavor, salt, cultured dextrose, xanthan gum, guar gum.","['en:plastic', 'en:bag']",,Complete Cookie
Nature's Path Organic,0058449410003,c,"Wheat flour*, cane sugar*, invert cane syrup*, palm oil*, whole wheat flour*, apples*, corn starch*, strawberries*, rice starch*, leavening (baking soda, cream of tartar), vital wheat gluten*, dextrose*, strawberry flavor*, sea salt, color (red beet powder, paprika oleoresin), tapioca starch*, honey*, molasses*, citric acid, whey protein concentrate* (milk), algin, sodium citrate, monocalcium phosphate.","['en:plastic', 'en:box', 'en:container']",,Frosted Berry Strawberry Flavored Toaster Pastries
Bob's Red Mill,0039978041401,b,Whole Grain Oats,"['en:plastic', 'en:plastic-7']",,Steel Cut Oats
HILLSHIRE FARM,0011110816405,unknown,"BEEF, WATER, CORN SYRUP CONTAINS 2% OR LESS: DEXTROSE, DRIED GARLIC, MONOSODIUM GLUTAMATE, NATURAL FLAVOR, SALT, SODIUM ERYTHORBATE, SODIUM NITRITE, SODIUM PHOSPHATE, SOY PROTEIN CONCENTRATE. MADE WITH BEEF COLLAGEN CASING. CONTAINS: SOY.","['en:plastic', 'en:bottle', 'en:pet-bottle']",,BEEF SMOKED SAUSAGE
Pepperidge Farm,0014100085508,b,"UNBLEACHED ENRICHED WHEAT FLOUR (FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE [VITAMIN B1], RIBOFLAVIN [VITAMIN B2], FOLIC ACID), VEGETABLE OILS (CANOLA, SUNFLOWER AND/OR SOYBEAN), NONFAT MILK, SALT, CONTAINS 2 PERCENT OR LESS OF: YEAST, LEAVENING (AMMONIUM BICARBONATE, BAKING SODA, MONOCALCIUM PHOSPHATE), SUGAR, PAPRIKA, SPICES, DEHYDRATED ONIONS.","['en:plastic', 'en:bag', 'en:produkt']",,"Goldfish Baked Snack Crackers, Original"
Pepperidge Farm Farmhouse,0014100070337,unknown,"unbromated unbleached enriched  wheat  flour (flour, niacin, reduced iron, thiamine mononitrate [vitamin b1], riboflavin [vitamin b2], folic acid), water, oats, high fructose corn syrup, yeast,  soybean  oil, contains 2% or less of: salt,  wheat   gluten , butter ( milk ), sodium stearoyl lactylate, citric acid, calcium propionate, sorbic acid, monoglycerides, diglycerides, whey, malted barley flour,  soy  lecithin,","['en:plastic', 'en:bag']",,Homestyle Oat
Marks & Spencer,00644846,c,"Italian Tomatoes, Tomato Puree (Water, Tomato Paste), Olive Oil, Onion, Parmesan Cheese (Pasteurized Part Skim Milk, Cheese Cultures, Salt, Microbial Enzymes, Modified Food Starch), Romano Cheese Made From Cow's Milk (Pasteurized Cow's Milk, Cheese Cultures, Salt, Microbial Enzymes, Modified Food Starch), Asiago Cheese (Pasteurized Milk, Cheese Cultures, Salt, Microbial Enzymes, Modified Food Starch), Citric Acid, Dried Basil, Dried Oregano. Garlic Puree (Garlic, Water)","['en:plastic', 'en:bag']",,Three cheese pomodoro pasta sauce
Dr Pepper,0078000083408,not-applicable,"Carbonated water, caramel color, aspartame, phosphoric acid, natural and artificial flavors, sodium benzoate (preservative), caffeine.","['en:plastic', 'en:bottle']",,Diet Dr Pepper
Great Value,0078742285443,unknown,"ENRICHED WHEAT FLOUR (WHEAT FLOUR, MALTED BARLEY FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN AND FOLIC ACID), WATER, YEAST, SUGAR, CONTAINS 2% OR LESS OF EACH OF THE FOLLOWING: VITAL WHEAT GLUTEN, SALT, VEGETABLE OIL (CANOLA OIL AND/OR SOY OIL), YEAST NUTRIENT (AMMONIUM SULFATE), DOUGH CONDITIONERS (MONO-AND DIGLYCERIDES, SODIUM STEAROYL LACTYLATE, ASCORBIC ACID, MONOCALCIUM PHOSPHATE), EXTRACT OF MALTED BARLEY, DEXTROSE, CALCIUM PROPIONATE (MOLD INHIBITOR), CALCIUM SULFATE, ENZYMES.","['en:plastic', 'en:bag']",1 transparent colored plastic bag to recycle,White Round Top Bread
Naked,0082592727152,unknown,"apple juice from concentrate (water, Apple juice concentrate), banana puree, blueberry puree, blackberry puree, chicory root fiber, carrot juice from concentrate (water, carrot juice concentrate), natural flavors, blueberry juice from concentrate (water, blueberry juice concentrate), ascorbic acid (vitamin c), vitamin e acetate, niacinamide, d-calcium pantothenate (vitamin b5), pyridoxine hydrochloride )vitamin b6), cyanocobalamin (vitamin b12)",['en:plastic'],,Blue Machine
"Nestlé,Ovaltine",0751746032120,c,Sugars on the package are 9g (per 11 g serving). With 1 cup milk added 22 g.,"['en:plastic', 'en:jar']",,Ovaltine Rich Chocolate Mix
Kinder,80050094,d,"Melkesjokolade (sukker, helmelk pulver, kakaosmør, kakaomasse, emulgator: lecitiner (soya); vanillin), sukker, skummetmelkpulver, palmeolje, konsentrert smør, emulgator: lecitiner (soya), vanillin","['en:plastic', 'en:mixed-plastic-wrapper', 'en:otherplastic-packet']",,Kinder Maxi
Bob's Red Mill,0039978053817,unknown,Blanched Almonds,"['en:plastic', 'en:bag']",,Super-Fine Almond Flour
"Hofburger, Milsani, Sachsenmilch",4061458047029,d,"Pasteurisierte Kuhmilch, Speisesalz, Käsereikulturen (enthalten Milch), mikrobieller Labaustauschstoff.",['en:plastic'],,Maasdamer mild-nussig
"Sainsbury's,By sainsbury's",00302456,d,"Chicken Breast Fillet (64%), Fortified Wheat Flour (Wheat Flour, Calcium Carbonate, Iron, Niacin, Thiamin), Rapeseed Oil, Water, Wheat Starch, Maize Flour, Wheat Gluten, Salt, Tapioca Starch, Black Pepper, Raising Agents: Disodium Diphosphate, Sodium Carbonates; Onion Powder, Dextrose, Garlic Powder, Fennel, Yeast Extract, Yeast, Paprika, Cayenne Pepper, Citric Acid, White Pepper, Black Pepper Extract, Paprika Extract, Yeast Powder, Sunflower Oil, Nutmeg Extract, Garlic Extract, Onion Oil.","['en:plastic', 'en:paper']",,Southern Fried Chicken Mini Breast Fillets
Overhill Farms,4099100042832,unknown,"whole wheat flour, water, is yeast, brown sugar, wheat gluten, contains 2% or less of each of the following: salti, dough conditioners oz) (contains one or more of the following: sodium stearoyl lactylate, calcium stearoyl lactylate, monoglycerides, mono - and diglycerides, distilled monoglycerides, calcium peroxide, calcium iodate, datem, ethoxylated mono - and diglycerides, ue* enzymes, ascorbic acid), soybean oil , % vinegar, cultured wheat flour, monocalcium phosphate, ammonium 1%sulfate, citric acid, sodium citrate, soy lecithin, natamycin (to retard spoilage), contains: wheat, soy, ts distrid t o coldr",['en:plastic'],,100% Whole Wheat Bread
Kraft,0021000026869,d,"WATER, OLIVE OIL, CANOLA OIL, SOYBEAN OIL, VINEGAR, MODIFIED FOOD STARCH, EGGS, SUGAR, 2% EGG YOLK, SALT, MUSTARD FLOUR, PHOSPHORIC ACID, OLEORESIN PAPRIKA (COLOR), BETA CAROTENE (COLOR), POTASSIUM SORBATE, CALCIUM DISODIUM EDTA (TO PROTECT FLAVOR).","['en:lid-or-cap', 'en:plastic', 'en:bottle-cap', 'en:bottle-or-vial', 'en:pet-1-polyethylene-terephthalate', 'en:bottle', 'en:pet-transparent']",,Mayo with Olive Oil
"Takis,Blue Heat",0757528037475,b,"CORN FLOUR PROCESSED WITH LIME, VEGETABLE OIL (PALM OIL, SOYBEAN OIL, CANOLA OIL, RICE BRAN OIL), SEASONING [MALTODEXTRIN, CITRIC ACID, SUGAR, POTASSIUM CHLORIDE, SALT, MONOSODIUM GLUTAMATE, HYDROLYZED SOYBEAN PROTEIN, NATURAL AND ARTIFICIAL FLAVORS, HYDROLYZED YEAST, SOYBEAN OIL, ONION POWDER, BLUE 1 LAKE, SODIUM BICARBONATE, CHILI PEPPER (CHILE), DISODIUM INOSINATE, DISODIUM GUANYLATE, TBHQ (ANTIOXIDANT)].","['en:plastic', 'en:bag']",,Blue Heat
Nature Valley,0016000507333,unknown,"Roasted peanuts, corn syrup, sugar, whole grain oats, dark chocolate chunks (sugar, chocolate liquor, cocoa butter, soy lecithin, natural flavor), palm kernel oil, rice flour, almonds, whole grain wheat, fructose, cocoa, vegetable glycerin, canola oil, salt, soy lecithin, corn starch, barley malt extract, milk, baking soda, natural flavor, mixed tocopherols added to retain freshness.","['en:plastic', 'en:bag']",,Dark Chocolate Peanut & Almond
St Michel,3178530407921,b,"Wheat flour (28%), non-hydrogenated rapeseed oil, eggs (21%), sugar, stabilizers: glycerol and sorbitols, glucose-fructose syrup, emulsifiers: mono and diglycerides of fatty acids, lecithins (soya), baking powders: diphosphates and sodium carbonates (whea","['en:plastic', 'en:bag']",,La Madeleines
PEPPERIDGE FARM,0014100085393,a,"wheat flour (flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), cheddar cheese (cultured milk, salt, enzymes), canola and/or sunflower oils, contains 2 percent or less of: salt, yeast, autolyzed yeast, sugar, spices, celery, onion powder, monocalcium phosphate, baking soda, colors (annatto extract, beet juice concentrate, paprika, turmeric extract, huito juice concentrate, watermelon juice concentrate), contains: wheat, milk,","['en:plastic', 'en:stuck']",,COLORS SOURCED FROM PLANTS CHEDDAR
Kraft,0021000615315,d,"PARMESAN CHEESE (PASTEURIZED PART-SKIM MILK, CHEESE CULTURE, SALT, ENZYMES), CELLULOSE POWDER, POTASSIUM SORBATE (TO PROTECT FLAVOR).","['en:plastic', 'en:pet-polyethylene-terephthalate', 'en:jar', 'en:transparent-pet']",,Parmesan Cheese
Slim Jim,0026200101927,unknown,"beef, pork, mechanically separated chicken, water, textured soy flour, corn syrup, salt, contains less than 2% of: natural flavors, dextpose, paprika and extractives of paprika, hydrolyzed soy protein, maltodextrial lactic acid starter culture, barley malt extract, citric acid, soy lecithin, sodium nitrate",['en:plastic'],,Smoked Snack Stick
Skippy,0037600105002,d,"Roasted peanuts, corn syrup solids, sugar, soy protein concentrate, salt, hydrogenated vegetable oil (cottonseed, soybean and rapeseed oil) to prevent separation, mono - and diglycerides, minerals (magnesium oxide, zinc oxide, ferric orthophosphate, copper sulfate), vitamins (niacinamide, pyridoxine hydrochloride, folic acid).","['en:plastic', 'en:pouch-flask']",,Peanut Butter Spread
El Milagro,0038622906554,unknown,"STONE GROUND CORN, CORN OIL, SEA SALT, CALCIUM HYDROXIDE","['en:plastic', 'en:bag']",,Tortilla Chips Mexican Kitchen Style
P.A.N.,0739907000010,unknown,"Precooked white corn meal enriched (niacin, iron, riboflavin, tiamin and folic acid).",['en:plastic'],,White corn meal
Chobani,0818290012739,b,"Lowfat yogurt (cultured pasteurized nonfat milk, cream), evaporated cane sugar, water, coconut, natural flavor, fruit pectin, locust bean gum, guar gum, lemon juice concentrate. contains live and active cultures: s. thermophilus, l. bulgaricus, l. acidophilus, bifidus and l. casei.","['en:plastic', 'en:container']",,Greek Yogurt Coconut Blended
Quest,0888849006632,unknown,"PROTEIN BLEND (MILK PROTEIN ISOLATE, WHEY PROTEIN ISOLATE), VEGETABLE OIL (SUNFLOWER OIL, CANOLA OIL, SOYBEAN OIL), CALCIUM CASEINATE, CORN STARCH, NATURAL FLAVORS, SOLUBLE CORN FIBER, PSYLLIUM HUSK. 2% SALT, CHEDDAR CHEESE POWDER (CULTURED MILK, SALT, ENZYMES), ROMANO CHEESE (MILK, CULTURES, SALT, ENZYMES), BUTTERMILK POWDER, BUTTER (CREAM, ANNATTO), TOMATO POWDER, ONION POWDER, GARLIC POWDER, SPICE, NONFAT DRY MILK, WHEY POWDER, CHIA SEED, PAPRIKA EXTRACT (COLOR), TURMERIC OLEORESIN (COLOR), LECITHIN (SUNFLOWER, CANOLA, SOY LECITHIN), CALCIUM CARBONATE, YEAST EXTRACT, STEVIA (SWEETENER).","['en:plastic', 'en:bag']",,Nacho Cheese Tortilla Style Protein Chips
Barilla,0076808008487,a,CHICKPEA FLOUR.,"['en:plastic', 'en:box', 'en:cardboard', 'en:film', 'en:paperboard', 'en:paper-box']",,CHICKPEA ROTINI
"Mr. Brownie,Magdalenas Lázaro",8411037892476,b,"Sugar, Sunflower oil, EGGS, WHEAT flour, glucose syrup, stabilisers (sorbitol, vegetable glycerin, guar gum), emulsifiers (mono - and diglycerides of fatty acids, propylene glycol esters of fatty acids), raising agents (sodium diphosphate, sodium bicarbonate), dextrose, preservative (sodium propionate). WHEAT starch, acidifier (citric acid), natural lemon flavouring, ferrous sulfate, folic acid. May contain traces of MILK, SOYA.",['en:plastic'],,Lemon Cakes
Cadbury,7622210286956,e,"milk**, sugar, cocoa butter, cocoa mass, vegetable fats (palm, shea), emulsifier (e442), flavourings, **the equivalent of 426 ml of fresh liquid milk in every 227 g of milk chocolate, milk solids 20 % minimum, actual 23 %, cocoa solids 20 % minimum, contains vegetable fats in addition to cocoa butter, we are passionate about our great quality cadbury products,  not completely satisfied? please contact us: freephone 0800 818181 (uk only), mondelez uk, po box 7008, birmingham, b30 2pt, mondelez ireland, freephone 1-800 678708, malahide road, coolock, dublin 5, www,cadbury,co,uk g best before: 23,04,2025 esto air","['en:plastic', 'en:bag', 'en:mixed-plastic-packet']",,Dairymilk buttons
Natural Delights,0097923544018,c,"Medjool dates.
CAUTION: CONTAINS PITS",['en:plastic'],,Fresh Medjool Dates
Lundberg Family Farms,0073416004306,c,"Long Grain Brown Rice, Sweet Brown Rice, Wild Rice, Red Rice, Black Rice","['en:plastic', 'en:bag']",,Wild Blend Gourmet Rice
Ava organics,0825625600011,c,"Organic Coconut Milk, Organic Tapioca Flour, Organic Coconut Sugar, Organic Egg, Sea Salt, Organic Sesame Seeds",['en:plastic'],,organic coconut crispy rollers original coconut
Bays,0071479000013,b,"ENRICHED BLEACHED WHEAT FLOUR [WHEAT FLOUR, MALTED BARLEY FLOUR, NIACIN, IRON, THIAMIN MONONITRATE (VITAMIN B1), RIBOFLAVIN (VITAMIN B2), FOLIC ACID], WATER, CORNMEAL, YEAST, SUGAR, PRESERVATIVES (SODIUM PROPIONATE CALCIUM PROPIONATE), SALT, WHEAT GLUTEN, BUTTER (CREAM, SALT), VEGETABLE OIL (SOYBEAN), POTATO FLOUR, DRY WHOLE MILK, MONOCALCIUM PHOSPHATE FUMARIC ACID, CITRIC ACID, SOY LECITHIN.",['en:plastic'],,English Muffins
Sanders,0035900264429,unknown,"SEMI SWEET CHOCOLATE (SUGAR, CHOCOLATE LIQUOR-PROCESSED WITH ALKALI, COCOA BUTTER, MILK FAT, SOY LECITHIN-AN EMULSIFIER, VANILLA), MILK, CORN SYRUP, SUGAR, INVERT SUGAR, CREAM, WATER, SEA SALT, BUTTER, SALT, SOY LECITHIN-AN EMULSIFIER.","['en:plastic', 'en:jar']",,Dark Chocolate Sea Salt Caramels
Lifeway,0017077001328,unknown,"PASTEURIZED CULTURED ORGANIC LOWFAT MILK, ORGANIC NONFAT MILK, PECTIN, VITAMIN A PALMITATE, VITAMIN D3.","['en:plastic', 'en:bottle']",,Organic Kefir cultured lowfat milk
"Huy Fong Foods, Inc.",0024463062801,unknown,"Chili, Sugar, Salt, Garlic, Distilled Vinegar, Potassium Sorbate, Sodium Bisulfite, Xanthan Gum","['en:plastic', 'en:bottle']",,Sriracha Hot Chili Sauce
Silk,0025293000995,b,"ALMONDMILK (FILTERED WATER, ALMONDS), CANE SUGAR, CONTAINS LESS THAN 2% OF: VITAMIN & MINERAL BLEND (CALCIUM CARBONATE, VITAMIN E ACETATE, VITAMIN A PALMITATE, VITAMIN D2), SEA SALT, NATURAL FLAVOR, LOCUST BEAN GUM, GELLAN GUM, ASCORBIC ACID (TO PROTECT FRESHNESS). ALLERGEN STATEMENT: CONTAINS ALMOND. PRODUCED IN A FACILITY THAT ALSO PROCESSES OTHER TREE NUTS AND SOY. SILKⓇ EMPLOYS STRINGENT ALLERGEN QUALITY CONTROL PROCEDURES IN ALL OF OUR MANUFACTURING FACILITIES. TO LEARN MORE, VISIT US AT SILK.COM/ALLERGENS. DISTRID","['en:plastic', 'en:cardboard', 'en:composite-carton']",,Almondmilk
Applegate,0025317686006,e,"Organic turkey breast**, water. contains less than 2% of the following: sea salt, organic potato starch, organic chicken broth, rosemary extract.","['en:plastic', 'en:bag']",,Oven Roasted Turkey Breast
Nasoya,0025484000124,a,"WATER, ORGANIC WHOLE SOYBEANS, NIGARI (SEA WATER EXTRACT), CALCIUM SULFATE.","['en:plastic', 'en:pp-polypropylene', 'en:plastic-5', 'en:plastic-tub', 'en:tub']",,Organic Tofu Extra Firm
Trader Joe's,00511537,unknown,DURUM WHEAT SEMOLINA,['en:plastic'],,Macaroni Product
gardein,0842234000971,unknown,"water, soy protein concentrate*, vital wheat gluten*, soy protein isolate*, expeller pressed canola oil*, enriched wheat flour* (niacin, ferrous sulfate, thiamine mononitrate, riboflavin, folic acid), modified vegetable gum, spices, dehydrated onion, yeast extract, malted barley extract, sea salt, organic cane sugar, dehydrated garlic, natural flavors (from plant sources), vinegar, molasses, pea protein, carrot fiber, beetroot fiber, wheat starch*, soy lecithin*, extractive of paprika, extractive of turmeric, extractives of annatto,",['en:plastic'],,plant-based meatballs
"Deluxe,Lidl",20127008,c,"carnaroli rice, salt, soft wheat flour, potato starch, potato flakes, processed cheese powder (cheese [milk, rennet, salt], whey powder, sodium citrate), asparagus powder, asparagus pieces, yeast extract, whey powder, onion powder (onion, sulfur dioxide)","['en:plastic', 'en:bag']",,Asparagus risotto
Ducros,3166291440103,e,"Oignon déshydraté, cumin (15 %), sel, maltodextrine, sucre, poivron rouge, graine de coriandre (6 %), acidifiant : acide citrique, huile de tournesol, piment fort (2 %), antiagglomérant : dioxyde de silicium, persil.","['en:plastic', 'en:bag']",,Melange pour guacamole
Bob's Red Mill,0039978023308,d,whole flaxseed,"['en:plastic', 'en:bag', 'en:type-7']",,Whole Ground Flaxseed Meal
"Koshi, Kashi",0018627510031,e,"whole oats,  rice, cane syrup, blueberry granola cluster (rolled oats, dried cane syrup, brown rice syrup, whole oat flour, brown rice flour, wild blueberries, expeller pressed canola oil, natural flavor, elderberry juice concentrate, rosemary extract), invert cane syrup, salt, natural flavor, baking soda, mixed tocopherols (vitamin e)","['en:plastic', 'en:paper']",,Organic blueberry clusters
